収集日,2025-08-10

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13250,10980,39000,16
バトルパートナーズ BOX,10750,8999,19999,18
ロケット団の栄光 BOX,12900,10444,34680,18
熱風のアリーナ BOX,11200,9700,24000,25
超電ブレイカー BOX,データなし,N/A,N/A,0
