収集日,2025-07-03

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13250,11100,35000,24
バトルパートナーズ BOX,10999,7999,31999,25
ロケット団の栄光 BOX,12700,11500,37300,24
熱風のアリーナ BOX,11111,8700,38888,25
超電ブレイカー BOX,17944,11111,46400,16
