収集日,2025-12-28

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,19800,12800,30000,19
バトルパートナーズ BOX,11056,8888,29200,20
ロケット団の栄光 BOX,14444,12555,29999,19
熱風のアリーナ BOX,17000,11111,42000,17
超電ブレイカー BOX,21194,6499,26999,4
