収集日,2025-10-08

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15000,13999,30000,19
バトルパートナーズ BOX,12222,7000,34999,23
ロケット団の栄光 BOX,11556,8980,20500,12
熱風のアリーナ BOX,12278,6300,35999,20
超電ブレイカー BOX,15883,14000,31111,10
