収集日,2025-11-15

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13416,10999,27580,22
バトルパートナーズ BOX,12000,5670,26899,23
ロケット団の栄光 BOX,14500,7499,45999,23
熱風のアリーナ BOX,16000,10000,40000,17
超電ブレイカー BOX,18744,12000,27580,8
