収集日,2025-12-24

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,21011,12800,28000,16
バトルパートナーズ BOX,10499,8400,29400,25
ロケット団の栄光 BOX,13990,12300,17000,18
熱風のアリーナ BOX,19800,11111,47999,16
超電ブレイカー BOX,18888,6499,26999,3
