収集日,2025-07-24

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,20000,11620,37500,22
バトルパートナーズ BOX,データなし,N/A,N/A,0
ロケット団の栄光 BOX,13000,10900,32222,17
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,15944,7000,44444,12
