収集日,2025-08-26

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,19900,14444,35000,18
バトルパートナーズ BOX,13000,8500,23333,24
ロケット団の栄光 BOX,11250,9900,32250,22
熱風のアリーナ BOX,11405,9700,26000,24
超電ブレイカー BOX,15000,7500,28999,15
