収集日,2025-06-23

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,21777,11500,39999,19
バトルパートナーズ BOX,12750,8200,34000,20
ロケット団の栄光 BOX,12900,10699,32999,23
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,16666,10000,40444,17
