収集日,2025-11-03

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13800,13000,25880,21
バトルパートナーズ BOX,10500,5888,24333,23
ロケット団の栄光 BOX,12600,6500,16800,21
熱風のアリーナ BOX,12411,9390,19999,18
超電ブレイカー BOX,17777,12222,44444,8
