収集日,2025-12-16

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13980,12500,36000,17
バトルパートナーズ BOX,12500,9000,25999,19
ロケット団の栄光 BOX,13333,11100,17000,21
熱風のアリーナ BOX,16550,10000,39999,20
超電ブレイカー BOX,17550,6499,26999,6
