収集日,2025-08-28

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,19999,15000,34000,17
バトルパートナーズ BOX,12000,8700,21800,23
ロケット団の栄光 BOX,11000,9300,25000,21
熱風のアリーナ BOX,12000,9999,35999,22
超電ブレイカー BOX,14900,7500,28999,16
