収集日,2025-11-14

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13000,11111,25999,20
バトルパートナーズ BOX,10800,5888,20000,23
ロケット団の栄光 BOX,14444,7499,29999,17
熱風のアリーナ BOX,19800,9600,44444,13
超電ブレイカー BOX,18244,6499,44444,8
