収集日,2025-12-31

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,17980,12900,30000,17
バトルパートナーズ BOX,11111,8000,29200,25
ロケット団の栄光 BOX,14888,12499,29999,17
熱風のアリーナ BOX,18400,11111,45000,16
超電ブレイカー BOX,18750,6499,26999,6
