収集日,2025-12-26

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,18000,12900,35000,19
バトルパートナーズ BOX,11000,8880,29300,25
ロケット団の栄光 BOX,14222,12500,22000,18
熱風のアリーナ BOX,19800,11111,39999,16
超電ブレイカー BOX,18888,6499,26999,3
