収集日,2025-11-06

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14100,13333,24700,18
バトルパートナーズ BOX,10500,5888,24333,24
ロケット団の栄光 BOX,12528,6500,16800,20
熱風のアリーナ BOX,12000,6300,19800,11
超電ブレイカー BOX,18888,12222,44444,7
