収集日,2025-05-07

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,16850,8800,39999,18
ロケット団の栄光 BOX,16000,14500,34444,20
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,12250,9300,28999,16
