収集日,2025-06-29

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15000,11200,36000,19
バトルパートナーズ BOX,10555,7999,29000,25
ロケット団の栄光 BOX,13000,11111,32222,19
熱風のアリーナ BOX,10499,8250,25999,21
超電ブレイカー BOX,18444,10500,33000,16
