収集日,2025-11-04

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13500,13000,24600,25
バトルパートナーズ BOX,11250,8999,24333,18
ロケット団の栄光 BOX,12900,6500,16800,22
熱風のアリーナ BOX,12222,9390,19999,18
超電ブレイカー BOX,17777,12222,44444,8
