収集日,2025-12-13

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14500,12700,38000,17
バトルパートナーズ BOX,9900,8500,20000,19
ロケット団の栄光 BOX,13000,11200,16800,22
熱風のアリーナ BOX,16100,10000,39999,19
超電ブレイカー BOX,18600,6499,26999,7
