収集日,2025-05-21

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,12000,7999,32222,19
ロケット団の栄光 BOX,14750,12890,36000,18
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,24000,9999,46666,17
