収集日,2025-11-10

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14000,12800,26900,24
バトルパートナーズ BOX,11750,5888,19500,24
ロケット団の栄光 BOX,13000,6500,29999,21
熱風のアリーナ BOX,14628,9190,39999,16
超電ブレイカー BOX,17244,6499,44444,8
