収集日,2025-10-19

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15783,9500,35000,22
バトルパートナーズ BOX,10500,6100,24333,23
ロケット団の栄光 BOX,12500,5799,15999,12
熱風のアリーナ BOX,12011,9600,28900,18
超電ブレイカー BOX,17777,14100,31111,8
