収集日,2025-11-17

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13000,12750,25555,18
バトルパートナーズ BOX,9750,5669,19300,24
ロケット団の栄光 BOX,15220,7499,45555,22
熱風のアリーナ BOX,14228,10000,40000,16
超電ブレイカー BOX,18744,6499,44444,8
