収集日,2025-10-28

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14500,13000,41000,23
バトルパートナーズ BOX,10500,6000,26800,24
ロケット団の栄光 BOX,13650,6500,17000,18
熱風のアリーナ BOX,13338,6300,29600,16
超電ブレイカー BOX,17777,15000,31111,8
