収集日,2025-05-09

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,21999,11300,40000,17
バトルパートナーズ BOX,11278,8499,46999,22
ロケット団の栄光 BOX,16880,14500,28000,17
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,19999,9800,41399,17
