収集日,2025-08-24

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,18750,13000,30000,18
バトルパートナーズ BOX,12500,8800,23333,24
ロケット団の栄光 BOX,11000,9500,28000,24
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,13600,5000,28999,15
