収集日,2025-06-07

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,データなし,N/A,N/A,0
ロケット団の栄光 BOX,17080,9999,39500,17
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,17500,9299,40444,19
