収集日,2025-06-27

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,20000,11999,35000,18
バトルパートナーズ BOX,12000,8888,19999,24
ロケット団の栄光 BOX,12250,10500,32222,24
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,18444,10000,40444,16
