収集日,2025-06-26

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,23333,12000,37300,21
バトルパートナーズ BOX,13650,8999,27800,24
ロケット団の栄光 BOX,12900,10333,37300,25
熱風のアリーナ BOX,11880,8500,32500,21
超電ブレイカー BOX,23000,10200,43800,16
