収集日,2025-06-17

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,20000,9800,40000,23
バトルパートナーズ BOX,13000,8500,39999,20
ロケット団の栄光 BOX,14500,12000,37300,17
熱風のアリーナ BOX,9500,8333,18499,19
超電ブレイカー BOX,12333,9000,36999,23
