収集日,2026-01-09

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,16888,14500,39999,19
バトルパートナーズ BOX,12500,8000,28700,19
ロケット団の栄光 BOX,14888,10000,29999,21
熱風のアリーナ BOX,15250,10000,36899,16
超電ブレイカー BOX,21694,6499,26999,4
