収集日,2025-11-08

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14100,12800,25999,21
バトルパートナーズ BOX,12200,8999,24333,19
ロケット団の栄光 BOX,13000,6500,29999,21
熱風のアリーナ BOX,14628,9290,39999,16
超電ブレイカー BOX,15999,12222,31111,9
