収集日,2025-08-08

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14444,11000,40000,21
バトルパートナーズ BOX,11250,8333,23800,20
ロケット団の栄光 BOX,11750,10000,34780,24
熱風のアリーナ BOX,11200,9800,28000,20
超電ブレイカー BOX,データなし,N/A,N/A,0
