収集日,2025-05-10

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,20000,10800,33999,23
バトルパートナーズ BOX,14199,8980,46999,23
ロケット団の栄光 BOX,14620,13500,29999,19
熱風のアリーナ BOX,11056,9200,34999,18
超電ブレイカー BOX,12274,9999,28999,16
