収集日,2025-09-17

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,16200,14222,37500,20
バトルパートナーズ BOX,11500,7000,27799,25
ロケット団の栄光 BOX,9944,8980,15999,24
熱風のアリーナ BOX,12000,9100,35999,20
超電ブレイカー BOX,16222,13999,44444,13
