収集日,2025-09-11

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,16333,14444,32000,22
バトルパートナーズ BOX,11500,8888,16800,19
ロケット団の栄光 BOX,10500,5600,13000,19
熱風のアリーナ BOX,12366,10000,31500,20
超電ブレイカー BOX,18888,14800,31111,9
