収集日,2025-09-15

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,16000,14222,28888,19
バトルパートナーズ BOX,10500,7000,18500,24
ロケット団の栄光 BOX,11000,7499,22000,25
熱風のアリーナ BOX,12416,10000,35999,18
超電ブレイカー BOX,16311,14444,31111,16
