収集日,2025-08-05

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14000,10999,37500,16
バトルパートナーズ BOX,12000,9000,19999,20
ロケット団の栄光 BOX,12900,10000,28000,19
熱風のアリーナ BOX,11156,9500,18500,24
超電ブレイカー BOX,データなし,N/A,N/A,0
