収集日,2026-01-10

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,18000,15000,33200,21
バトルパートナーズ BOX,11500,6999,28700,20
ロケット団の栄光 BOX,15000,9999,29999,21
熱風のアリーナ BOX,18400,9999,49900,14
超電ブレイカー BOX,21694,6499,26999,4
