収集日,2025-12-11

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13980,11500,36990,19
バトルパートナーズ BOX,9900,8500,25499,25
ロケット団の栄光 BOX,13000,8800,16800,22
熱風のアリーナ BOX,15450,10000,39999,20
超電ブレイカー BOX,17300,6499,26999,6
