収集日,2025-12-23

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,16350,12500,28000,20
バトルパートナーズ BOX,10499,8000,29500,25
ロケット団の栄光 BOX,13990,10800,17000,18
熱風のアリーナ BOX,18400,10800,47999,18
超電ブレイカー BOX,17050,6499,26999,6
