収集日,2025-07-04

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13500,11500,35000,23
バトルパートナーズ BOX,10250,7888,19999,20
ロケット団の栄光 BOX,13000,11500,37300,19
熱風のアリーナ BOX,12000,8700,37777,25
超電ブレイカー BOX,12850,8700,33000,16
