収集日,2025-10-25

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14750,9399,16100,24
バトルパートナーズ BOX,10400,5888,24333,25
ロケット団の栄光 BOX,13250,6500,17000,24
熱風のアリーナ BOX,13000,9590,29600,19
超電ブレイカー BOX,18888,15000,31111,9
