収集日,2025-11-29

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,12700,9300,35500,23
バトルパートナーズ BOX,10500,5888,25999,21
ロケット団の栄光 BOX,14050,11400,23999,18
熱風のアリーナ BOX,15900,9600,47777,17
超電ブレイカー BOX,15333,6499,26999,7
