収集日,2025-08-06

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13250,11111,37500,20
バトルパートナーズ BOX,データなし,N/A,N/A,0
ロケット団の栄光 BOX,11100,9999,28000,24
熱風のアリーナ BOX,11156,9555,18500,24
超電ブレイカー BOX,データなし,N/A,N/A,0
