収集日,2025-09-06

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,29750,14500,49999,18
バトルパートナーズ BOX,13000,9460,38500,40
ロケット団の栄光 BOX,12000,7499,25000,23
熱風のアリーナ BOX,12650,10000,35999,22
超電ブレイカー BOX,17300,14800,28999,10
