収集日,2025-09-19

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,16666,14400,44000,17
バトルパートナーズ BOX,10800,7000,18400,25
ロケット団の栄光 BOX,9999,8300,28999,25
熱風のアリーナ BOX,12222,10400,35999,17
超電ブレイカー BOX,17777,14800,44444,8
