収集日,2025-09-24

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,25800,15000,39999,21
バトルパートナーズ BOX,11500,7000,35500,25
ロケット団の栄光 BOX,10110,8980,15999,24
熱風のアリーナ BOX,12278,9700,37000,16
超電ブレイカー BOX,15500,13999,44444,11
