収集日,2025-06-24

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,12000,9000,27800,24
ロケット団の栄光 BOX,12950,10500,32999,20
熱風のアリーナ BOX,10499,8600,31999,25
超電ブレイカー BOX,16666,10000,36999,17
