収集日,2025-11-27

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13333,11900,35555,17
バトルパートナーズ BOX,9890,8500,19000,24
ロケット団の栄光 BOX,14100,11400,39000,21
熱風のアリーナ BOX,15000,10000,30998,18
超電ブレイカー BOX,15333,6499,26999,7
