収集日,2025-11-05

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13500,12800,15666,25
バトルパートナーズ BOX,10500,5888,24333,23
ロケット団の栄光 BOX,12500,6500,17000,18
熱風のアリーナ BOX,12211,9390,19800,18
超電ブレイカー BOX,22944,15000,44444,4
