収集日,2025-05-20

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,20300,10800,42000,24
バトルパートナーズ BOX,12400,8000,39999,19
ロケット団の栄光 BOX,13500,12500,17000,17
熱風のアリーナ BOX,12800,8200,31999,25
超電ブレイカー BOX,19499,9999,41099,20
