収集日,2025-08-11

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13972,11111,39000,22
バトルパートナーズ BOX,12000,8800,34000,24
ロケット団の栄光 BOX,11600,9999,36000,23
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,データなし,N/A,N/A,0
