収集日,2025-07-15

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,データなし,N/A,N/A,0
ロケット団の栄光 BOX,13000,11700,48000,16
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,12650,9800,27000,16
