収集日,2025-05-29

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,データなし,N/A,N/A,0
バトルパートナーズ BOX,11111,8000,32000,19
ロケット団の栄光 BOX,15200,11980,27499,23
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,16833,8700,30000,18
