収集日,2025-10-20

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15900,9499,33333,19
バトルパートナーズ BOX,10950,6100,24333,24
ロケット団の栄光 BOX,13800,6500,33999,25
熱風のアリーナ BOX,12011,9600,28900,18
超電ブレイカー BOX,22944,15000,44444,4
