収集日,2025-10-31

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14500,13500,39500,24
バトルパートナーズ BOX,10500,5888,19999,20
ロケット団の栄光 BOX,13000,6500,16800,23
熱風のアリーナ BOX,14455,6300,47000,17
超電ブレイカー BOX,22944,15000,44444,6
