収集日,2025-11-19

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,12750,12400,37000,21
バトルパートナーズ BOX,11500,8888,42100,22
ロケット団の栄光 BOX,14472,7499,44444,22
熱風のアリーナ BOX,15950,10000,39999,16
超電ブレイカー BOX,18744,6499,44444,8
