収集日,2025-05-27

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,21000,9555,42000,24
バトルパートナーズ BOX,11111,7999,39999,25
ロケット団の栄光 BOX,15700,12000,37300,19
熱風のアリーナ BOX,データなし,N/A,N/A,0
超電ブレイカー BOX,データなし,N/A,N/A,0
