収集日,2025-12-21

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,18300,12999,29999,17
バトルパートナーズ BOX,11111,8500,29500,21
ロケット団の栄光 BOX,13990,10800,17000,18
熱風のアリーナ BOX,17000,10000,47999,19
超電ブレイカー BOX,17100,6499,26999,6
