収集日,2025-11-09

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,14300,12999,26000,22
バトルパートナーズ BOX,10800,8200,19590,19
ロケット団の栄光 BOX,12500,5799,15999,13
熱風のアリーナ BOX,14455,9290,39999,17
超電ブレイカー BOX,18888,12000,44444,7
