収集日,2025-08-25

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,15000,12999,30000,19
バトルパートナーズ BOX,13000,8599,20999,19
ロケット団の栄光 BOX,11000,9500,17080,18
熱風のアリーナ BOX,11111,9999,20700,19
超電ブレイカー BOX,14800,7500,28999,15
