収集日,2025-11-12

商品名,中央値価格(円),最安値,最高値,データ件数
テラスタルフェス BOX,13500,11111,15666,23
バトルパートナーズ BOX,12000,8200,26999,19
ロケット団の栄光 BOX,13000,7499,29999,21
熱風のアリーナ BOX,12702,9190,19800,18
超電ブレイカー BOX,17600,6499,44444,9
